ACC_X,ACC_Y,ACC_Z,MAG_X,MAG_Y,MAG_Z, GYRO_Y,GYRO_X,GYRO_Z,COUNT
-2757.793701,383.693024,-1510.791260,-371.111115,-106.666664,-380.000000,-157.577881,369.268463,-25.551277,241
-2685.851318,287.769775,-1366.906372,-380.000000,-111.111115,-367.500000,-160.448029,326.776337,-69.163460,242
-2517.985596,311.750580,-1103.117432,-382.222229,-95.555557,-370.000000,-153.307663,311.375580,-88.204414,243
-2446.042969,359.712219,-1103.117432,-391.111115,-97.777779,-357.500000,-132.516632,291.494568,-115.715790,244
-2206.234863,503.597107,-1079.136597,-391.111115,-93.333336,-357.500000,-117.955902,270.843536,-135.456772,245
-2134.292480,491.606689,-1103.117432,-404.444458,-97.777779,-345.000000,-118.865944,239.131958,-154.917755,246
-2134.292480,479.616272,-1103.117432,-404.444458,-97.777779,-350.000000,-126.776337,200.770035,-178.438919,247
-2170.263672,467.625885,-1175.059937,-413.333344,-106.666664,-340.000000,-132.516632,160.238007,-203.010147,248
-2278.177246,407.673828,-1342.925659,-411.111115,-108.888885,-337.500000,-137.626877,111.935600,-227.231369,249
-2374.100586,359.712219,-1594.724121,-422.222229,-126.666664,-332.500000,-136.856842,52.502625,-256.072815,250
-2470.023926,335.731415,-1870.503540,-420.000000,-128.888885,-327.500000,-139.096954,0.980049,-276.933838,251
-2470.023926,323.740997,-2038.369263,-431.111115,-144.444443,-322.500000,-127.686386,-16.100805,-294.364716,252
-2446.042969,359.712219,-2206.234863,-431.111115,-155.555557,-320.000000,-107.875397,-43.752190,-325.726288,253
-2374.100586,515.587524,-2302.158203,-433.333344,-173.333328,-315.000000,-87.014351,-97.234863,-364.018219,254
-1966.426758,887.290100,-2374.100586,-431.111115,-206.666672,-310.000000,-76.513824,-128.946442,-382.639130,255
-1834.532349,983.213379,-2398.081543,-426.666656,-231.111115,-302.500000,-58.172909,-193.279663,-415.750793,256
-1318.944824,1438.848877,-2206.234863,-422.222229,-253.333328,-305.000000,-44.242214,-256.282806,-443.892212,257
-1067.146240,1702.637817,-2146.282959,-420.000000,-286.666656,-295.000000,-33.881695,-312.145599,-467.903412,258
